College,URL,State,Type,Highest degree offered,Carnegie classification,Course,Department,Sub-topic,Notes,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Environmental Science II,Environmental Science,Basics of ecology,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Oceanography,Geology,Basics of ecology,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Meteorology,Geology,Data Sources,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Concepts and Careers in Geographic Information Systems,Geospatial Information Systems Technology,Data sources,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Three Dimensional Analysis in Geographic Information Systems,Geospatial Information Systems Technology,Data visualization,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Cartography and Geography in Geographic Information Systems (GIS) and Global Positioning Systems,Geospatial Information Systems Technology,Data sources,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Introduction to Geographic Information Systems (GIS),Geospatial Information Systems Technology,Data sources,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Introduction to Raster-Based Geographic Information Systems (GIS),Geospatial Information Systems Technology,Data sources,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Geographic Information Systems (GIS) Applications,Geospatial Information Systems Technology,Data sources,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Programming for Geographic Information Systems (GIS),Geospatial Information Systems Technology,Introduction to coding,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Data Acquisition and Analysis in Geographic Information Systems (GIS),Geospatial Information Systems Technology,Working with data,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Elementary Statistical Methods,Mathematics,Basics of statistics,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Linear Algebra,Mathematics,Statistical models,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Differential Equations,Mathematics,Statistical models,,
Cedar Valley College,http://cedarvalleycollege.edu,TX,community college,Associate's,Associate's - Public Urban-serving Single Campus,Calculus I,Mathematics,Basics of statistics,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Biology and Chemistry of WV Environments,Biology,Basics of ecology,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Ecology,Biology,Basics of ecology,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Tropical Ecology,Biology,Basics of ecology,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Limnology,Biology,Basics of ecology,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Big Data Analytics,Business Administration,Working with data,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Quantitative Methods for Business and Economics,Business Administration,Basics of statistics,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Business Statistics,Business Administration,Basics of statistics,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Predictive Modeling for Business Analytics,Business Administration,Basics of forecasting,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Machine Learning,Business Administration,Machine learning,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Introduction to Applied Computer Science,Computer Science,Data manipulation/processing,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Computer Science I,Computer Science,Introduction to coding,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Computer Science 2,Computer Science,Introduction to coding,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Data Structures,Computer Science,Data manipulation/processing,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Advanced Computer Science Math,Computer Science,Basics of statistics,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Introduction to Scientific Programming,Data Science,Introduction to coding,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Introduction to Data Science,Data Science,Data manipulation/processing,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Data Mining,Data Science,Working with data,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Data Visualization,Data Science,Data visualization,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Machine Learning,Data Science,Machine learning,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Modelling and Simulation,Data Science,Statistical models,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Calculus I,Mathematics,Basics of statistics,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Linear Algebra,Mathematics,Statistical models,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Probability and Statics,Mathematics,Basics of statistics,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Statistics in Science and Research,Natural Science,Basics of statistics,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Introduction to Epidemiology,Public Health,Basics of ecology,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Statistics for the Social Sciences,Social Science,Basics of statistics,,
University of Charleston,http://ucwv.edu,WV,4-year private,Professional terminal degree,D/PU,Introduction to Statistics,Statistics,Basics of statistics,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Ecology,Biology,Basics of ecology,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Conservation and Environmental Biology,Biology,Basics of ecology,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Statistics for Business and Economics,Economics,Basics of statistics,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Econometric and Business Analytics,Economics,Basics of forecasting,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Explorations in Agent-Based Modeling,Computer Science,Mechanistic models,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Introduction to Computer Science,Computer Science,Working with data,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Data Structures and Algorithms,Computer Science,Working with data,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Bioinformatics,Computer Science,Introduction to coding,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Artificial Intelligence,Computer Science,Machine learning,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Introduction to Oceanography,Geology,Basics of ecology,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Principles of GIS,Geology,Data sources,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,GIS Applications,Geology,Data sources,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Calculus I,Mathematics,Basics of statistics,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Linear Algebra,Mathematics,Statistical models,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Multivariable Calculus,Mathematics,Basics of statistics,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Mathematical Statistics,Mathematics,Basics of statistics,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Differential Equations,Mathematics,Statistical models,,
Centenary College of Louisiana,http://centenary.edu,LA,4-year private,Master's,Baccalaureate Colleges: Arts & Sciences Focus,Mathematical Models,Mathematics,Statistical models,,
Vassar College,http://vassar.edu,NY,4-year private,Bachelor's,Baccalaureate Colleges: Arts & Sciences Focus,Indigenous Environmental Activism,Anthropology,Traditional Ecological Knowledge,,
